,name,x_p,y_p
0,0a0c1f65f19859c0.jpg,108.98666666666666,53.68
1,0a1dae8f71065201.jpg,118.34,94.66311967999548
2,0a1efc8533c96832.jpg,134.58124999999998,105.60639083856668
3,0a2ca221284ab461.jpg,95.10400390625,83.79209521010873
4,0a3cf18c620e6a88.jpg,99.73857421875,94.8619443440549
5,00a5c9469db810ee.jpg,77.12568359375,24.281114792438125
6,0a5e8d559aa5d680.jpg,88.37970703124999,98.06675775912551
7,0a6b16c1a879dbb4.jpg,97.74018880208334,159.32519976612747
8,0a7bf24fd9ac2bcf.jpg,83.1125,128.27576653121537
9,0a8fa6348bb08b8f.jpg,102.38468749999998,131.06279406442272
10,0a12bdc73183b4e4.jpg,141.91038411458334,105.38104651162791
11,0a15d0aae0dfcbc6.jpg,121.59333333333335,117.09026431519277
12,0a21d120f742b1b9.jpg,129.47567708333332,146.5141297992594
13,0a53b25fdd55704b.jpg,129.32,88.74112097669256
14,00a55e292e46550a.jpg,111.63000000000001,126.38374028856826
15,0a79e09fc487c405.jpg,119.71726562500001,69.90053711073386
16,0a259c7378596ed5.jpg,114.68,78.74653163152053
17,0a0272b03b8f768f.jpg,97.905,114.76428967813543
18,0a529ddb7dbec3ce.jpg,111.935,145.36584350721424
19,0a652c84fb45f9a9.jpg,124.84666666666668,114.38554525155634
20,0a747bf5042835bf.jpg,130.01816406250003,104.29561488988502
21,0a8534b73a498c33.jpg,138.47,47.924944506104325
22,0a16016b833fc07f.jpg,121.06712890624999,71.2074839212629
23,0a69315e797961de.jpg,134.505,72.64483906770255
24,0a449146fd461376.jpg,116.71333333333332,110.45881604919354
25,0a5491015b4ba5c4.jpg,128.405,117.48085460599336
26,00a011632563dae2.jpg,163.07333333333332,71.11579060539124
27,0a951714918ace53.jpg,152.195,99.70047169811322
28,00a5679940461f10.jpg,87.33166666666666,60.7023460982941
29,000aa0b1c8fd5ddf.jpg,95.8819921875,108.72121878435684
30,0aa7caba4739dc93.jpg,111.83333333333333,73.76494420339482
31,0aa532f51ab031fe.jpg,118.64500000000001,104.63429522752499
32,00aa934b6ad5297a.jpg,140.60579427083334,81.40105467665835
33,0aa7797f872ade7f.jpg,138.47,134.27108768035515
34,0aaa4b8d9261d267.jpg,136.85286458333331,84.61621579297655
35,0aab7455155030cf.jpg,116.73875,49.24842999630587
36,0aae87f4fa55cc79.jpg,117.25621744791667,58.825916281239074
37,0ab25a872a3a628f.jpg,88.45,119.10571587125418
38,0ab266f92baec71c.jpg,149.24666666666667,109.15187499999999
39,00abaabafe892423.jpg,60.59333333333333,123.08568719823289
40,0abd9b5a17d54942.jpg,125.67826822916668,60.30808809198987
41,0ac5eb806af21f8e.jpg,133.9140625,86.63347420007811
42,0ac066dc375dcbf0.jpg,107.76666666666667,75.88422894227574
43,00ac7126e6e3fc39.jpg,129.47567708333332,90.02938998245956
44,0aec86633421382f.jpg,118.035,114.3072974472808
45,0aeedaf2a2ac29c1.jpg,137.85999999999999,78.58673673618152
46,0af7ea4cedd9727f.jpg,152.90666666666667,64.27716999397899
47,0af88c7a8b7195c7.jpg,145.20779947916665,84.4180081855389
48,0af7495ce8c2f098.jpg,100.345,154.2687291897891
49,0af77517ec1fb583.jpg,119.16842447916666,108.54694991229779
50,0b1bb550e8758b2e.jpg,124.44,110.50817092480013
51,0b2a211faa975262.jpg,93.53333333333335,116.61449068553668
52,0b2fab03e8f12ab9.jpg,109.8,56.22697003329634
53,0b3ed750f1ce071a.jpg,100.84777343750001,107.951225249951
54,0b4dee4e4fb13993.jpg,103.00739583333332,31.1985049269453
55,0b5f63f775a3ed3f.jpg,134.60666666666665,93.20565818346027
56,0b7f82b25acda3ee.jpg,127.67109374999998,129.85694710879693
57,00b9bbe6f3810cad.jpg,127.49,149.10640954495005
58,0b27f23394132320.jpg,137.04666666666665,122.25934867173603
59,0b57c82db631f5b6.jpg,93.02499999999999,205.5280244173141
60,0b60b0c918ad6879.jpg,145.99333333333334,120.00927536798484
61,0b61e948202d748f.jpg,87.33206380208333,33.770609040382446
62,0b76a48f60fc5a54.jpg,122.30499999999999,101.62153163152053
63,0b93e142e8a2742c.jpg,90.41661458333333,45.72800623660105
64,0b99fb712c4d305d.jpg,118.74666666666667,108.17224426764666
65,0b0324e155882cc8.jpg,139.48666666666665,73.96160239361703
66,0b547b133e10a0d8.jpg,126.22075520833334,111.39068407717794
67,0b680ddf8d7e4d9d.jpg,116.5671875,98.26604591938244
68,00b729b5187a1898.jpg,118.34,127.22095705377563
69,0b29105c56fe9c5b.jpg,182.59333333333333,87.76776394237348
70,00b39653add898a0.jpg,158.53645833333334,32.66551218862395
71,0b76137a755b58fc.jpg,133.59,117.32852386237512
72,0b21383186fb9f81.jpg,108.40804036458334,96.16430752150987
73,0b49047138f2b4c9.jpg,100.04,137.757769145394
74,0b0803480232cf3e.jpg,121.38999999999999,81.70005549389566
75,0b9133833978c9ad.jpg,137.45333333333335,73.71529444241571
76,0ba3d22f32fafbb2.jpg,109.67490234374999,103.96273630871174
77,0bae5e7a2639dbb1.jpg,119.56,105.618985308438
78,0baf01fa84826313.jpg,106.14,70.0828303340042
79,0baedbb74b9bfad9.jpg,127.71875,170.96120250077595
80,0bb7d9ae445e4539.jpg,111.30236328125001,108.5849931787176
81,0bb9b4667c490a1b.jpg,100.02173177083333,157.44017548953192
82,0bb52be26622d55d.jpg,122.0,147.41384572697004
83,0bb04313251576e6.jpg,121.45830729166666,74.78018503337627
84,0bbb41e28f4dc599.jpg,103.70000000000002,103.12791342952274
85,0bbc450e9cd4ba3f.jpg,96.03727213541667,126.79389016285126
86,0bc65d083d184788.jpg,91.5,92.74725843970522
87,0bc73dddab036a21.jpg,102.785,94.54661487236403
88,0bcb992975eca8c2.jpg,91.5,141.95208333333335
89,0bcf01690c21e2a0.jpg,143.655,110.52441731409546
90,0bcfc967b689b7de.jpg,110.18323567708333,56.180030315985846
91,0bd1ab4f429100ca.jpg,119.44681640625,83.35871774824082
92,0bd3d413eb90a326.jpg,112.24,99.5819922308546
93,0bd89d023568a67f.jpg,128.1,58.61686447977858
94,0bd97cc657f4c3f4.jpg,132.39065104166664,95.11315988886082
95,0be68cb951208dc2.jpg,135.996640625,156.29313950014935
96,0beb12cbe3054883.jpg,108.17333333333335,83.65753464823973
97,0bee6b7507845d34.jpg,125.53132812499999,96.55721625408688
98,0befd778dc1ce16d.jpg,112.24953124999999,125.83378225397198
99,00bf63ce253deb33.jpg,140.05417317708336,95.65979341259013
100,0bfe96b76808756c.jpg,115.595,37.710934613963786
101,0c00ecaf8d9fed00.jpg,118.34,162.98543285238623
102,0c1e56041784db72.jpg,101.25999999999999,92.90474469058105
103,0c2b2733f175aaa3.jpg,136.945,116.40607658157602
104,0c4f510a9bb56d42.jpg,122.40666666666668,76.21822916666667
105,0c06c19b058067ef.jpg,119.29153645833333,99.62118905414374
106,0c6f7d3d5ef5b862.jpg,97.905,149.57186459489458
107,0c7b43ad1246e2c8.jpg,117.42499999999998,115.17896781354051
108,0c7ff037361e6215.jpg,113.46000000000001,178.43248235823057
109,0c8cdeacfb15b0ec.jpg,123.62666666666668,119.80786802313197
110,0c8e35f6b5499d79.jpg,108.91915364583332,134.28187919463087
111,0c9dfc7a13459c6c.jpg,106.21625,118.22552641300332
112,0c17ebf224f8d81d.jpg,110.21738932291666,130.6120444357825
113,0c21cb5ad76b6c47.jpg,122.42175781249999,84.07412040656763
114,0c46a2ecfbebc49c.jpg,157.07500000000002,88.84267480577137
115,0c54cbf5c613e962.jpg,84.6970703125,38.56225578202555
116,0c72c95ee8e4c6e6.jpg,117.11999999999999,78.38263041065483
117,0c86e9b679f89ce9.jpg,118.57272135416667,118.84717875346509
118,0c119fb0a2f0d63b.jpg,148.4333333333333,91.71989646369138
119,0c3470dd5854c7b4.jpg,80.38060546875,29.949561488988504
120,0c04767d5c29923c.jpg,126.88000000000001,80.88762486126527
121,0c8003e1cea85968.jpg,120.17,106.072974472808
122,0c31924cf5fc0234.jpg,86.00999999999999,109.59350721420644
123,0c32874b02effa3f.jpg,168.9390234375,46.911336982017204
124,0c88431f0fc1ba48.jpg,127.84821614583332,136.44217501461702
125,0c99694aa57285c6.jpg,122.91261718749999,77.8149320165525
126,0c52884372a286bd.jpg,166.32666666666668,59.29086057371581
127,00c98437038b1ef9.jpg,107.96999999999998,99.3704217536071
128,0c0471585201d7a4.jpg,135.42000000000002,118.1777371620697
129,0c68233761347875.jpg,135.23255208333333,132.4456798340054
130,00ca02eef9994568.jpg,142.1943359375,111.92115596042093
131,00ca18f0b632408b.jpg,100.39583333333331,51.105978154484596
132,0ca74c6eeddc0f1a.jpg,92.5865625,87.33782888325862
133,0ca790da12c776d6.jpg,119.83322916666667,117.4232736073701
134,0ca861c495f683a9.jpg,175.160546875,117.1135977774348
135,0cb758c9a9b5f87c.jpg,95.61273437500002,100.20402073189886
136,0cbc45a87fb3aad0.jpg,125.25333333333333,58.881279074941794
137,0cc4b30d125a80d8.jpg,145.18,119.76333333333332
138,0cce4b162239793f.jpg,91.19500000000001,85.84683684794673
139,0ccf83d65ea3f8fa.jpg,181.48929687499998,85.70200840728631
140,0cd9c7cc7f63adc8.jpg,114.27333333333333,99.04875
141,0cd742a89392c75b.jpg,122.60999999999999,132.46004439511654
142,00cd932265611688.jpg,164.71548828125,137.41311424585336
143,0cda3f209a5461ed.jpg,140.29999999999998,103.04608362491936
144,0cdb58d89f40f455.jpg,156.16,148.15857380688126
145,00cde7c878ddba55.jpg,162.29613932291667,44.46306762814266
146,0cde56167d08a8aa.jpg,103.03519531250001,51.135568205776934
147,0cdf74810d6c9e2f.jpg,120.17,110.23668146503884
148,0ce0d5e42d38a1e1.jpg,161.44666666666666,108.80541274898839
149,0cfc99d79c420039.jpg,128.1,156.44593749999999
150,0d0ab533f365188d.jpg,76.25635416666665,96.0586634926033
151,0d0bc9e71093aafc.jpg,115.9571875,133.81438106031985
152,0d0bdcc1dcd64c95.jpg,103.7595703125,88.10747737235485
153,0d2d33b55c9faad4.jpg,108.22734375,123.16063109266727
154,0d3cd0fdea635b66.jpg,99.735,142.09073251942286
155,0d4becbb921d522c.jpg,122.81333333333332,130.51200226752937
156,0d7ca096aba499ed.jpg,123.35423177083335,110.65105203575752
157,0d8af2d90f9679e2.jpg,80.92666666666668,37.287938059575154
158,0d9da98e3e1ee109.jpg,125.14531250000002,91.5533444751059
159,0d9e2d4b930139ad.jpg,68.015,80.60835183129856
160,0d13c2b46b9c7937.jpg,125.68938802083333,116.73193672509619
161,0d25ca6022db691a.jpg,101.59716796875,153.42048475371385
162,0d39d9e21db3be83.jpg,133.71470052083333,123.40621725462802
163,0d55f26eeb3c8f6d.jpg,86.08307291666667,40.970755197118585
164,0d85aa6868af45d4.jpg,123.50355468749999,86.02001563721659
165,0d98d0cea52c9f52.jpg,102.47999999999999,146.89761376248612
166,0d245d95cd398ac9.jpg,111.34406249999999,143.65049144803035
167,0d337f4e408f34a4.jpg,133.89499999999998,171.65982241953387
168,0d491b770c084be9.jpg,80.215,58.73196448390676
169,0d858ac3856244ee.jpg,197.64000000000001,93.50791666666667
170,0d883fe61f313186.jpg,125.05000000000001,151.0782463928968
171,0d905c8dc6f85366.jpg,118.34,110.72752497225306
172,0d952b4f3b8a2b56.jpg,149.24666666666667,78.05458333333333
173,0d5074b9d59e87ff.jpg,110.10499999999999,47.628745837957815
174,0d8898f445c9b7b9.jpg,122.96265625,102.82720875684129
175,0d020775a38ba33e.jpg,94.35937499999997,82.16051954417351
