,name,x_p,y_p
0,0a0c1f65f19859c0.jpg,114.34666666666666,56.32
1,0a1dae8f71065201.jpg,124.16,99.31868294294607
2,0a1efc8533c96832.jpg,141.2,110.80014776505357
3,0a2ca221284ab461.jpg,99.78125,87.91301792535998
4,0a3cf18c620e6a88.jpg,104.64375,99.52728586917236
5,00a5c9469db810ee.jpg,80.91875,25.475267978951475
6,0a5e8d559aa5d680.jpg,92.72625,102.88971305875464
7,0a6b16c1a879dbb4.jpg,102.54708333333333,167.16086532839603
8,0a7bf24fd9ac2bcf.jpg,87.2,134.5844107868489
9,0a8fa6348bb08b8f.jpg,107.41999999999999,137.50850524791892
10,0a12bdc73183b4e4.jpg,148.88958333333335,110.56372093023256
11,0a15d0aae0dfcbc6.jpg,127.57333333333335,122.84880190446455
12,0a21d120f742b1b9.jpg,135.84333333333333,153.71974274020658
13,0a53b25fdd55704b.jpg,135.68,93.1054384017758
14,00a55e292e46550a.jpg,117.12,132.59933407325195
15,0a79e09fc487c405.jpg,125.605,73.33826844404865
16,0a259c7378596ed5.jpg,120.32000000000001,82.61931187569367
17,0a0272b03b8f768f.jpg,102.72,120.40843507214208
18,0a529ddb7dbec3ce.jpg,117.44,152.51498335183132
19,0a652c84fb45f9a9.jpg,130.98666666666668,120.01106387048533
20,0a747bf5042835bf.jpg,136.41250000000002,109.42490742545313
21,0a8534b73a498c33.jpg,145.28,50.2819089900111
22,0a16016b833fc07f.jpg,127.02125,74.70949132722666
23,0a69315e797961de.jpg,141.12,76.21753607103219
24,0a449146fd461376.jpg,122.45333333333332,115.89121683849814
25,0a5491015b4ba5c4.jpg,134.72,123.2586015538291
26,00a011632563dae2.jpg,171.09333333333333,74.61328850401704
27,0a951714918ace53.jpg,159.68,104.60377358490567
28,00a5679940461f10.jpg,91.62666666666667,63.68770738181676
29,000aa0b1c8fd5ddf.jpg,100.5975,114.06816397047275
30,0aa7caba4739dc93.jpg,117.33333333333333,77.39272834454539
31,0aa532f51ab031fe.jpg,124.48,109.78024417314097
32,00aa934b6ad5297a.jpg,147.52083333333334,85.40438523452679
33,0aa7797f872ade7f.jpg,145.28,140.87458379578246
34,0aaa4b8d9261d267.jpg,143.58333333333331,88.7776690286967
35,0aab7455155030cf.jpg,122.47999999999999,51.670483930550425
36,0aae87f4fa55cc79.jpg,123.02291666666667,61.71899413113608
37,0ab25a872a3a628f.jpg,92.8,124.96337402885683
38,0ab266f92baec71c.jpg,156.58666666666667,114.52
39,00abaabafe892423.jpg,63.57333333333332,129.139081650605
40,0abd9b5a17d54942.jpg,131.85916666666668,63.27405963749757
41,0ac5eb806af21f8e.jpg,140.5,90.89413686565572
42,0ac066dc375dcbf0.jpg,113.06666666666666,79.61624020173193
43,00ac7126e6e3fc39.jpg,135.84333333333333,94.4570648996297
44,0aec86633421382f.jpg,123.83999999999999,119.92896781354051
45,0aeedaf2a2ac29c1.jpg,144.64,82.45165821501013
46,0af7ea4cedd9727f.jpg,160.42666666666668,67.43834228876484
47,0af88c7a8b7195c7.jpg,152.34916666666666,88.56971350613917
48,0af7495ce8c2f098.jpg,105.28,161.85571587125415
49,0af77517ec1fb583.jpg,125.02916666666665,113.8853244981485
50,0b1bb550e8758b2e.jpg,130.56,115.94299900306899
51,0b2a211faa975262.jpg,98.13333333333334,122.34962957171061
52,0b2fab03e8f12ab9.jpg,115.2,58.99223085460599
53,0b3ed750f1ce071a.jpg,105.8075,113.26030190158792
54,0b4dee4e4fb13993.jpg,108.07333333333332,32.73285762827048
55,0b5f63f775a3ed3f.jpg,141.22666666666666,97.78954301215504
56,0b7f82b25acda3ee.jpg,133.95,136.2433543436558
57,00b9bbe6f3810cad.jpg,133.76,156.43951165371809
58,0b27f23394132320.jpg,143.78666666666666,128.27210352444436
59,0b57c82db631f5b6.jpg,97.6,215.63596004439512
60,0b60b0c918ad6879.jpg,153.17333333333335,125.91137087788573
61,0b61e948202d748f.jpg,91.62708333333333,35.43145866531929
62,0b76a48f60fc5a54.jpg,128.32,106.61931187569367
63,0b93e142e8a2742c.jpg,94.86333333333333,47.976924576106015
64,0b99fb712c4d305d.jpg,124.58666666666667,113.49219070703911
65,0b0324e155882cc8.jpg,146.34666666666666,77.59905824904081
66,0b547b133e10a0d8.jpg,132.42833333333334,116.86891444162931
67,0b680ddf8d7e4d9d.jpg,122.3,103.09880227607337
68,00b729b5187a1898.jpg,124.16,133.47772543346952
69,0b29105c56fe9c5b.jpg,191.57333333333332,92.08421134937545
70,00b39653add898a0.jpg,166.33333333333334,34.27201278806447
71,0b76137a755b58fc.jpg,140.16,123.09877913429521
72,0b21383186fb9f81.jpg,113.73958333333334,100.89369969469888
73,0b49047138f2b4c9.jpg,104.96000000000001,144.53274139844618
74,0b0803480232cf3e.jpg,127.35999999999999,85.7180910099889
75,0b9133833978c9ad.jpg,144.21333333333334,77.34063679204272
76,0ba3d22f32fafbb2.jpg,115.06875,109.07565776651724
77,0bae5e7a2639dbb1.jpg,125.44,110.81336163508249
78,0baf01fa84826313.jpg,111.36,73.52952690780768
79,0baedbb74b9bfad9.jpg,134.0,179.3691304926174
80,0bb7d9ae445e4539.jpg,116.77625,113.92523874488404
81,0bb9b4667c490a1b.jpg,104.94083333333333,165.18313493983678
82,0bb52be26622d55d.jpg,128.0,154.66370699223086
83,0bb04313251576e6.jpg,127.43166666666666,78.45789905141118
84,0bbb41e28f4dc599.jpg,108.80000000000001,108.1997780244173
85,0bbc450e9cd4ba3f.jpg,100.76041666666667,133.02965525282755
86,0bc65d083d184788.jpg,96.0,97.30859901870711
87,0bc73dddab036a21.jpg,107.84,99.19644839067702
88,0bcb992975eca8c2.jpg,96.0,148.93333333333334
89,0bcf01690c21e2a0.jpg,150.72,115.96004439511654
90,0bcfc967b689b7de.jpg,115.60208333333333,58.9429826266081
91,0bd1ab4f429100ca.jpg,125.32124999999999,87.45832681782643
92,0bd3d413eb90a326.jpg,117.75999999999999,104.47946725860155
93,0bd89d023568a67f.jpg,134.4,61.49966109353818
94,0bd97cc657f4c3f4.jpg,138.90166666666664,99.79085627683759
95,0be68cb951208dc2.jpg,142.685,163.979687344419
96,0beb12cbe3054883.jpg,113.49333333333334,87.77183963094005
97,0bee6b7507845d34.jpg,131.70499999999998,101.30593180756657
98,0befd778dc1ce16d.jpg,117.77,132.0223289222001
99,00bf63ce253deb33.jpg,146.94208333333336,100.36437341648801
100,0bfe96b76808756c.jpg,121.28,39.565570742519384
101,0c00ecaf8d9fed00.jpg,124.16,171.00110987791342
102,0c1e56041784db72.jpg,106.24,97.47383049503586
103,0c2b2733f175aaa3.jpg,143.68,122.13096559378468
104,0c4f510a9bb56d42.jpg,128.42666666666668,79.96666666666667
105,0c06c19b058067ef.jpg,125.15833333333333,104.52059179451146
106,0c6f7d3d5ef5b862.jpg,102.72,156.9278579356271
107,0c7b43ad1246e2c8.jpg,123.19999999999999,120.84350721420644
108,0c7ff037361e6215.jpg,119.04,187.20785034306158
109,0c8cdeacfb15b0ec.jpg,129.70666666666668,125.70005825377781
110,0c8e35f6b5499d79.jpg,114.27583333333332,140.88590604026845
111,0c9dfc7a13459c6c.jpg,111.44,124.03989656446251
112,0c17ebf224f8d81d.jpg,115.63791666666665,137.03558760475542
113,0c21cb5ad76b6c47.jpg,128.4425,88.208913213448
114,0c46a2ecfbebc49c.jpg,164.8,93.21198668146504
115,0c54cbf5c613e962.jpg,88.8625,40.45876016474812
116,0c72c95ee8e4c6e6.jpg,122.88,82.23751387347392
117,0c86e9b679f89ce9.jpg,124.40416666666667,124.69212197084862
118,0c119fb0a2f0d63b.jpg,155.73333333333332,96.23071104387293
119,0c3470dd5854c7b4.jpg,84.33375000000001,31.422490742545317
120,0c04767d5c29923c.jpg,133.12,84.86570477247503
121,0c8003e1cea85968.jpg,126.08,111.28967813540511
122,0c31924cf5fc0234.jpg,90.24,114.98335183129856
123,0c32874b02effa3f.jpg,177.2475,49.21845191555904
124,0c88431f0fc1ba48.jpg,134.13583333333332,143.15244591697524
125,0c99694aa57285c6.jpg,128.95749999999998,81.64189588621902
126,0c52884372a286bd.jpg,174.50666666666666,62.20680453635757
127,00c98437038b1ef9.jpg,113.27999999999999,104.25749167591565
128,0c0471585201d7a4.jpg,142.08,123.98975702249936
129,0c68233761347875.jpg,141.88333333333333,138.95940179305484
130,00ca02eef9994568.jpg,149.1875,117.42547510601541
131,00ca18f0b632408b.jpg,105.33333333333331,53.61938691618056
132,0ca74c6eeddc0f1a.jpg,97.14,91.63313194309102
133,0ca790da12c776d6.jpg,125.72666666666667,123.19818870281453
134,0ca861c495f683a9.jpg,183.775,122.87328291402996
135,0cb758c9a9b5f87c.jpg,100.31500000000001,105.13208732527094
136,0cbc45a87fb3aad0.jpg,131.41333333333333,61.77707968518483
137,0cc4b30d125a80d8.jpg,152.32,125.65333333333332
138,0cce4b162239793f.jpg,95.68,90.06881243063263
139,0ccf83d65ea3f8fa.jpg,190.415,89.9168612797758
140,0cd9c7cc7f63adc8.jpg,119.89333333333333,103.92
141,0cd742a89392c75b.jpg,128.64,138.97447280799113
142,00cd932265611688.jpg,172.81625,144.1711362579445
143,0cda3f209a5461ed.jpg,147.2,108.11392380319408
144,0cdb58d89f40f455.jpg,163.84,155.44506104328525
145,00cde7c878ddba55.jpg,170.27791666666667,46.649775872149675
146,0cde56167d08a8aa.jpg,108.1025,53.65043221589711
147,0cdf74810d6c9e2f.jpg,126.08,115.6581576026637
148,0ce0d5e42d38a1e1.jpg,169.38666666666666,114.15649862188945
149,0cfc99d79c420039.jpg,134.4,164.14
150,0d0ab533f365188d.jpg,80.00666666666666,100.7828600578133
151,0d0bc9e71093aafc.jpg,121.66,140.39541619443395
152,0d0bdcc1dcd64c95.jpg,108.8625,92.44063199722476
153,0d2d33b55c9faad4.jpg,113.55,129.21771131033944
154,0d3cd0fdea635b66.jpg,104.64,149.0788013318535
155,0d4becbb921d522c.jpg,128.85333333333332,136.93062532986687
156,0d7ca096aba499ed.jpg,129.42083333333335,116.09290705390953
157,0d8af2d90f9679e2.jpg,84.90666666666668,39.121771078898526
158,0d9da98e3e1ee109.jpg,131.3,96.05596797388161
159,0d9e2d4b930139ad.jpg,71.36,84.57269700332964
160,0d13c2b46b9c7937.jpg,131.87083333333334,122.47285164600255
161,0d25ca6022db691a.jpg,106.59375,160.96575449569977
162,0d39d9e21db3be83.jpg,140.29083333333332,129.47537548026546
163,0d55f26eeb3c8f6d.jpg,90.31666666666666,42.98571037074737
164,0d85aa6868af45d4.jpg,129.5775,90.25050820953871
165,0d98d0cea52c9f52.jpg,107.52,154.12208657047725
166,0d245d95cd398ac9.jpg,116.82,150.71526971596626
167,0d337f4e408f34a4.jpg,140.48,180.10210876803552
168,0d491b770c084be9.jpg,84.16000000000001,61.62042175360709
169,0d858ac3856244ee.jpg,207.36,98.10666666666667
170,0d883fe61f313186.jpg,131.20000000000002,158.50832408435073
171,0d905c8dc6f85366.jpg,124.16,116.17314095449503
172,0d952b4f3b8a2b56.jpg,156.58666666666667,81.89333333333333
173,0d5074b9d59e87ff.jpg,115.52,49.97114317425082
174,0d8898f445c9b7b9.jpg,129.01,107.88428459734168
175,0d020775a38ba33e.jpg,98.99999999999997,86.20120083323123
176,0d57335b44744496.jpg,125.82000000000001,155.15656668430265
177,0d63938eacffd753.jpg,152.29791666666665,119.95169915473521
178,00d480139b4eff48.jpg,101.3625,145.28713467912021
179,0d216056660d6fbb.jpg,161.45583333333332,49.54355876047555
180,0d710305021a46b5.jpg,109.12,86.78357380688124
181,0d984538625974b4.jpg,108.07782101167315,137.50877192982455
182,0da1de993c21b7e0.jpg,184.95999999999998,125.70921198668147
183,0da92f48a10f95c0.jpg,99.83999999999999,79.39622641509433
184,0da08033b803bce3.jpg,128.64,70.01997780244173
185,0db98063ea0e1d30.jpg,143.23666666666668,60.1300984000601
186,0dbc0e0e399c1f90.jpg,127.35999999999999,111.76914539400666
187,0dc9c6b1a0d95c70.jpg,118.4,84.20865704772476
188,0dc57c6d646a1d67.jpg,111.04,121.42952275249723
189,0dcc93144a0d16cf.jpg,138.12,133.592983823816
190,0dd11fa8dbb654a7.jpg,113.17416666666665,106.59109536709036
191,0dea7913ba6661d8.jpg,121.61416666666666,156.09464042097056
192,0def43d0bd4744e3.jpg,140.80666666666667,63.55653840483562
193,0df5d1e4a08fd6d5.jpg,112.64,31.42
194,0dfc07807183560a.jpg,125.44,147.54273029966703
195,0e0c5273ed65df4a.jpg,134.78,119.10413067378673
196,0e2b3f02d26216aa.jpg,120.0,156.95449500554938
197,0e3fc50a46e054f5.jpg,119.89333333333333,100.86658717282091
198,0e4a123770f4e835.jpg,119.64625,110.4062548866302
199,0e4b38649a86962a.jpg,148.16,71.42286348501665
200,0e4e4734d030c87b.jpg,121.17333333333332,76.55085938237795
201,0e4fafe5ea5c6a3f.jpg,105.39291666666668,101.49195088676672
202,0e4fe4175fe7025e.jpg,118.74416666666666,67.83461418089509
203,0e5b538e5355a784.jpg,123.52000000000001,114.63706992230854
204,0e6d3b7fcee6246a.jpg,127.02125,94.02798674722276
205,0e06f9dcf91de18f.jpg,118.61333333333333,83.7284567825768
206,0e7d2d1e2ebde0ee.jpg,128.16708333333332,139.85824438789075
207,0e8be1e78cf90106.jpg,146.865,103.24647805332405
208,0e9a6a8dac59f53b.jpg,129.16875,101.8098298838754
209,0e23e318b29104b4.jpg,124.35416666666666,123.68475827052258
210,0e24fcbf5258e639.jpg,125.01333333333332,127.11333333333333
211,0e34beb5c0243375.jpg,95.67235494880546,67.65360014619883
212,0e88c20dd40e6b87.jpg,126.78000000000002,69.64469472916582
213,0e95cbdb0176a0ac.jpg,148.4375,75.0296483740605
214,0e428d64951ff7db.jpg,102.39999999999998,123.05438401775805
215,0e552b04f74973f9.jpg,125.86666666666665,78.12999198545654
216,0e640ea432df23b3.jpg,119.89333333333333,137.69333333333333
217,0e653ff98cc57267.jpg,98.27833333333334,157.56148898850125
218,0e656d2824b32f45.jpg,117.91458333333333,127.63578249853829
219,0e2257b3ef2a67e2.jpg,126.08,106.83240843507213
220,0e12118cf00df22d.jpg,51.626666666666665,111.62687413257227
221,0e25534a1990675e.jpg,107.62666666666667,112.05913116240151
222,0e2004910f2bf847.jpg,116.63333333333334,107.45864074637937
223,0ea09f89912ba454.jpg,122.2,129.2209538702111
224,0ea961cbe041f639.jpg,98.8475,85.61605924771
225,0ea1549299380eec.jpg,140.37333333333333,131.5
226,0ead5d15c3bc0aa7.jpg,123.83999999999999,110.92563817980022
227,0eb61ecf74361326.jpg,121.28,77.68257491675915
228,0eb720b70b4f7e13.jpg,122.45208333333333,133.2187026312721
229,0eb5966d523ad12d.jpg,122.02666666666667,63.058766758829364
230,0ebbc76dc573f42a.jpg,108.80000000000001,42.983351831298556
231,0ebe4a9c575a2c85.jpg,145.13666666666666,178.23227835122017
232,0ec10499dc4610ff.jpg,139.52,89.13191836805981
233,0ed1fc34936188cd.jpg,64.85333333333332,79.41136600625651
234,0ed13c491be32035.jpg,125.75999999999999,133.3984461709212
